order_id,customer_id,order_date,order_value
8874,1137,2023-10-02,51021
8875,1105,2023-01-07,18420
8876,1150,2023-02-23,17202
8877,1146,2023-04-14,2394
8878,1106,2023-12-08,31485
8879,1043,2023-12-04,28787
8880,1167,2023-03-02,74027
8881,1134,2023-03-28,15939
8882,1048,2023-09-15,42735
8883,1126,2023-06-27,28159
8884,1007,2023-08-30,25476
8885,1197,2023-07-22,68365
8886,1016,2023-01-31,68806
8887,1129,2023-10-16,57197
8888,1115,2023-03-21,70882
8889,1037,2023-01-11,17151
8890,1165,2023-09-11,49544
8891,1125,2023-10-14,15133
8892,1081,2023-06-25,79664
8893,1192,2023-05-06,1069
8894,1062,2023-02-16,60400
8895,1072,2023-07-25,68009
8896,1189,2023-04-17,33538
8897,1125,2023-10-02,49588
8898,1161,2023-12-03,73677
8899,1066,2023-05-03,74966
8900,1030,2023-05-14,72716
8901,1020,2023-04-17,67293
8902,1188,2023-11-01,74286
8903,1082,2023-11-25,38638
8904,1107,2023-02-19,63810
8905,1152,2023-12-03,29257
8906,1132,2023-04-05,70894
8907,1037,2023-09-25,79527
8908,1132,2023-01-23,56651
8909,1077,2023-02-23,49772
8910,1089,2023-09-11,7408
8911,1146,2023-08-23,11344
8912,1088,2023-02-28,51955
8913,1194,2023-06-13,68947
8914,1176,2023-09-16,75027
8915,1033,2023-11-10,77608
8916,1058,2023-08-04,43566
8917,1028,2023-07-02,40504
8918,1035,2023-02-26,38833
8919,1125,2023-05-25,40197
8920,1138,2023-03-31,18134
8921,1065,2023-11-07,25061
8922,1042,2023-02-14,18533
8923,1085,2023-09-14,73387
8924,1137,2023-01-21,55563
8925,1188,2023-01-21,26421
8926,1111,2023-02-21,19840
8927,1015,2023-12-04,63281
8928,1185,2023-06-20,15401
8929,1069,2023-03-08,11138
8930,1105,2023-04-23,39096
8931,1150,2023-10-27,44824
8932,1064,2023-06-09,33142
8933,1041,2023-09-23,25878
8934,1071,2023-11-16,51367
8935,1056,2023-08-20,74186
8936,1151,2023-11-21,43375
8937,1025,2023-03-09,64877
8938,1105,2023-01-28,55191
8939,1134,2023-04-26,64803
8940,1119,2023-02-20,61339
8941,1162,2023-06-30,49563
8942,1191,2023-09-17,78843
8943,1009,2023-03-20,5992
8944,1060,2023-09-30,31857
8945,1125,2023-04-18,72338
8946,1049,2023-03-15,32814
8947,1051,2023-06-24,49197
8948,1188,2023-07-03,70783
8949,1070,2023-01-23,60067
8950,1037,2023-10-01,47506
8951,1031,2023-05-09,60511
8952,1169,2023-10-18,11186
8953,1062,2023-11-16,37949
8954,1093,2023-07-05,62106
8955,1186,2023-02-28,19391
8956,1014,2023-01-01,52615
8957,1164,2023-05-11,61219
8958,1164,2023-03-08,73530
8959,1079,2023-10-20,37223
8960,1008,2023-10-12,30377
8961,1154,2023-03-30,14526
8962,1036,2023-04-10,20922
8963,1048,2023-07-08,9744
8964,1085,2023-12-12,33981
8965,1028,2023-08-29,58531
8966,1196,2023-09-27,9021
8967,1190,2023-08-07,2246
8968,1051,2023-06-25,68732
8969,1104,2023-12-07,12512
8970,1170,2023-08-21,23957
8971,1101,2023-05-31,71072
8972,1029,2023-10-04,30460
8973,1127,2023-08-17,8410
8974,1082,2023-06-20,3193
8975,1010,2023-08-11,16358
8976,1106,2023-08-01,29310
8977,1167,2023-10-09,20592
8978,1001,2023-02-10,49200
8979,1039,2023-05-02,58605
8980,1021,2023-08-15,31005
8981,1065,2023-10-21,73728
8982,1015,2023-03-29,29055
8983,1132,2023-09-24,72434
8984,1188,2023-01-29,73288
8985,1061,2023-09-04,77757
8986,1148,2023-11-12,18439
8987,1138,2023-09-01,12325
8988,1087,2023-03-02,24651
8989,1105,2023-05-27,536
8990,1034,2023-06-23,39551
8991,1124,2023-10-05,74096
8992,1110,2023-11-30,60571
8993,1176,2023-05-22,74101
8994,1033,2023-02-13,30373
8995,1098,2023-05-24,37148
8996,1061,2023-12-19,71968
8997,1010,2023-11-29,26970
8998,1182,2023-02-24,65629
8999,1084,2023-11-03,8828
9000,1065,2023-12-24,6833
