order_id,customer_id,order_date,product,region,sales_channel,units_sold,unit_price,revenue
5449,1188,2023-11-06,Laptop,North,Offline,5,41360,206800
5450,1101,2023-08-31,Software,East,Offline,2,3725,7450
5451,1008,2023-11-26,Mobile,North,Online,1,59970,59970
5452,1053,2023-04-17,Software,South,Offline,2,64156,128312
5453,1060,2023-08-14,Accessories,North,Offline,7,52380,366660
5454,1108,2023-11-09,Mobile,East,Online,7,61578,431046
5455,1005,2023-08-06,Accessories,East,Online,4,57133,228532
5456,1103,2023-08-29,Mobile,North,Online,3,27155,81465
5457,1196,2023-09-16,Tablet,West,Online,2,44101,88202
5458,1006,2023-09-19,Laptop,South,Offline,6,3614,21684
5459,1109,2023-01-05,Laptop,South,Online,7,27002,189014
5460,1116,2023-09-18,Accessories,East,Offline,3,50268,150804
5461,1094,2023-02-23,Laptop,West,Online,1,48628,48628
5462,1047,2023-02-16,Accessories,North,Online,5,20528,102640
5463,1099,2023-08-03,Accessories,South,Online,5,56065,280325
5464,1055,2023-06-26,Accessories,West,Online,7,35833,250831
5465,1168,2023-01-09,Laptop,South,Online,3,3674,11022
5466,1052,2023-04-09,Accessories,West,Online,7,35898,251286
5467,1144,2023-01-20,Laptop,West,Offline,5,36429,182145
5468,1013,2023-08-29,Accessories,East,Online,2,4821,9642
5469,1114,2023-03-02,Software,South,Online,3,55921,167763
5470,1124,2023-06-27,Accessories,North,Online,4,73135,292540
5471,1106,2023-12-04,Mobile,East,Online,2,24260,48520
5472,1158,2023-03-03,Accessories,East,Offline,2,11860,23720
5473,1147,2023-05-25,Tablet,North,Online,2,10813,21626
5474,1145,2023-08-04,Accessories,East,Online,4,6301,25204
5475,1120,2023-01-03,Mobile,West,Online,1,14630,14630
5476,1063,2023-06-09,Mobile,West,Online,6,14771,88626
5477,1019,2023-08-15,Laptop,South,Offline,7,16575,116025
5478,1092,2023-09-26,Software,South,Online,5,19484,97420
5479,1058,2023-04-30,Accessories,North,Offline,7,61442,430094
5480,1183,2023-03-30,Laptop,South,Online,3,13361,40083
5481,1090,2023-11-25,Software,West,Offline,1,71876,71876
5482,1117,2023-03-09,Accessories,North,Offline,3,61747,185241
5483,1062,2023-12-23,Tablet,North,Online,7,69601,487207
5484,1023,2023-04-08,Accessories,South,Online,5,21477,107385
5485,1127,2023-09-24,Mobile,West,Offline,4,51117,204468
5486,1137,2023-04-15,Mobile,North,Offline,7,57973,405811
5487,1140,2023-11-19,Tablet,West,Online,2,73402,146804
5488,1129,2023-05-03,Laptop,West,Offline,7,16130,112910
5489,1058,2023-01-29,Software,West,Offline,2,20556,41112
5490,1122,2023-05-17,Accessories,South,Offline,4,7882,31528
5491,1001,2023-07-14,Mobile,East,Online,7,56239,393673
5492,1034,2023-08-14,Laptop,East,Offline,1,49139,49139
5493,1096,2023-11-28,Tablet,North,Offline,1,60338,60338
5494,1126,2023-06-19,Mobile,West,Offline,3,46541,139623
5495,1118,2023-01-09,Tablet,South,Online,4,1492,5968
5496,1048,2023-02-09,Accessories,West,Online,1,72894,72894
5497,1089,2023-01-25,Software,West,Offline,7,68157,477099
5498,1117,2023-09-18,Mobile,South,Online,4,27660,110640
5499,1129,2023-08-14,Mobile,East,Offline,5,45656,228280
5500,1016,2023-05-04,Accessories,West,Online,2,51875,103750
5501,1189,2023-02-07,Laptop,West,Online,7,20072,140504
5502,1192,2023-11-24,Software,East,Offline,2,4636,9272
5503,1191,2023-09-08,Mobile,South,Online,2,62368,124736
5504,1069,2023-06-25,Software,North,Online,4,32667,130668
5505,1022,2023-03-31,Mobile,East,Online,4,15979,63916
5506,1093,2023-02-06,Software,North,Offline,3,31876,95628
5507,1195,2023-11-12,Tablet,North,Online,2,5323,10646
5508,1076,2023-06-25,Mobile,East,Online,3,70956,212868
5509,1154,2023-10-11,Software,West,Offline,2,20085,40170
5510,1144,2023-03-22,Laptop,North,Online,3,17772,53316
5511,1179,2023-04-24,Tablet,North,Online,3,27119,81357
5512,1086,2023-02-09,Tablet,South,Online,5,40395,201975
5513,1185,2023-10-28,Laptop,West,Online,3,4220,12660
5514,1029,2023-08-12,Software,North,Online,4,19767,79068
5515,1069,2023-11-14,Accessories,South,Offline,3,16196,48588
5516,1047,2023-12-15,Laptop,West,Offline,2,30468,60936
5517,1094,2023-04-25,Software,East,Online,3,53864,161592
5518,1190,2023-07-05,Laptop,East,Online,1,23845,23845
5519,1197,2023-11-19,Laptop,South,Online,6,52067,312402
5520,1144,2023-02-25,Mobile,East,Offline,2,62107,124214
5521,1176,2023-02-09,Software,North,Offline,1,19885,19885
5522,1085,2023-12-20,Accessories,West,Online,2,67400,134800
5523,1039,2023-02-09,Mobile,North,Online,4,68744,274976
5524,1100,2023-12-13,Laptop,North,Offline,6,65925,395550
5525,1033,2023-08-25,Laptop,East,Online,6,33419,200514
5526,1101,2023-10-16,Laptop,North,Offline,4,57696,230784
5527,1023,2023-09-19,Software,East,Offline,6,995,5970
5528,1010,2023-08-04,Software,West,Online,4,45255,181020
5529,1069,2023-05-27,Mobile,West,Offline,1,68184,68184
5530,1100,2023-12-02,Accessories,North,Online,5,33824,169120
5531,1034,2023-06-17,Mobile,South,Online,2,2052,4104
5532,1180,2023-04-02,Tablet,East,Online,4,51772,207088
5533,1138,2023-12-19,Laptop,East,Online,2,36353,72706
5534,1147,2023-02-28,Laptop,North,Online,1,33424,33424
5535,1186,2023-02-28,Laptop,East,Online,5,74962,374810
5536,1096,2023-10-31,Mobile,East,Offline,1,24389,24389
5537,1001,2023-06-18,Mobile,South,Offline,6,55175,331050
5538,1069,2023-09-26,Laptop,South,Offline,2,74091,148182
5539,1004,2023-12-29,Mobile,North,Offline,7,70690,494830
5540,1016,2023-02-14,Software,South,Online,5,23134,115670
5541,1024,2023-12-11,Software,North,Offline,6,32863,197178
5542,1080,2023-06-30,Mobile,West,Offline,5,64252,321260
5543,1002,2023-06-19,Laptop,North,Offline,6,56898,341388
5544,1128,2023-12-22,Mobile,West,Online,1,41218,41218
5545,1160,2023-07-10,Mobile,North,Offline,4,27370,109480
5546,1084,2023-06-04,Mobile,East,Online,2,37894,75788
5547,1152,2023-07-07,Tablet,South,Offline,3,52557,157671
5548,1140,2023-01-07,Software,West,Online,3,13516,40548
5549,1178,2023-05-13,Accessories,North,Online,1,42637,42637
5550,1163,2023-08-23,Accessories,South,Offline,2,653,1306
5551,1124,2023-02-14,Tablet,North,Online,2,8353,16706
5552,1033,2023-11-10,Mobile,South,Online,1,12879,12879
5553,1161,2023-09-06,Tablet,South,Offline,2,16292,32584
5554,1189,2023-01-31,Tablet,North,Offline,4,38867,155468
5555,1179,2023-01-23,Laptop,West,Offline,1,18600,18600
5556,1171,2023-06-09,Software,West,Online,4,63956,255824
5557,1101,2023-12-29,Accessories,East,Online,2,11549,23098
5558,1012,2023-06-07,Mobile,South,Online,1,1286,1286
5559,1067,2023-02-08,Accessories,East,Offline,2,70404,140808
5560,1065,2023-03-23,Accessories,East,Online,1,31199,31199
5561,1161,2023-12-22,Software,North,Online,2,48191,96382
5562,1168,2023-09-15,Accessories,North,Online,4,37540,150160
5563,1074,2023-07-25,Accessories,North,Online,7,58486,409402
5564,1043,2023-03-18,Tablet,South,Online,4,39262,157048
5565,1044,2023-01-12,Software,North,Online,2,24100,48200
5566,1029,2023-10-22,Laptop,North,Online,1,20310,20310
5567,1141,2023-08-12,Mobile,South,Offline,3,57704,173112
5568,1012,2023-01-13,Accessories,South,Offline,4,20585,82340
5569,1095,2023-02-15,Mobile,West,Offline,4,47354,189416
5570,1046,2023-06-04,Laptop,North,Online,6,40279,241674
5571,1130,2023-04-23,Mobile,North,Online,3,56707,170121
5572,1035,2023-08-21,Laptop,North,Offline,2,34480,68960
5573,1081,2023-01-17,Tablet,West,Online,7,56617,396319
5574,1090,2023-12-26,Accessories,North,Offline,1,14641,14641
5575,1008,2023-08-11,Laptop,West,Online,6,9844,59064
5576,1093,2023-12-20,Mobile,East,Online,2,16396,32792
5577,1154,2023-07-07,Accessories,West,Offline,5,30313,151565
5578,1090,2023-12-10,Tablet,East,Offline,7,66179,463253
5579,1162,2023-12-31,Accessories,North,Offline,4,11181,44724
5580,1115,2023-06-12,Laptop,East,Offline,5,73403,367015
5581,1105,2023-11-22,Tablet,West,Offline,4,3728,14912
5582,1135,2023-03-15,Mobile,South,Online,4,5082,20328
5583,1196,2023-08-21,Tablet,East,Online,5,11897,59485
5584,1058,2023-08-12,Tablet,East,Online,7,39299,275093
5585,1114,2023-11-15,Software,North,Offline,5,37511,187555
5586,1075,2023-03-01,Tablet,West,Offline,2,44764,89528
5587,1157,2023-12-01,Tablet,East,Offline,6,42817,256902
5588,1120,2023-08-10,Accessories,East,Offline,6,48414,290484
5589,1164,2023-02-06,Mobile,East,Offline,5,45754,228770
5590,1021,2023-10-05,Accessories,East,Offline,2,40596,81192
5591,1164,2023-07-15,Accessories,South,Online,6,54285,325710
5592,1138,2023-12-18,Laptop,West,Online,2,52844,105688
5593,1101,2023-08-30,Accessories,North,Online,2,69046,138092
5594,1152,2023-11-20,Software,North,Online,4,71591,286364
5595,1192,2023-08-07,Software,South,Online,6,66103,396618
5596,1177,2023-07-11,Laptop,West,Offline,6,28912,173472
5597,1099,2023-01-17,Mobile,East,Offline,4,52158,208632
5598,1036,2023-01-12,Mobile,South,Offline,5,50049,250245
5599,1096,2023-07-12,Accessories,West,Offline,4,12049,48196
5600,1152,2023-01-22,Accessories,East,Offline,6,71716,430296
5601,1151,2023-04-30,Accessories,South,Offline,6,26239,157434
5602,1190,2023-07-29,Mobile,West,Online,7,21709,151963
5603,1037,2023-11-02,Tablet,North,Offline,5,15616,78080
5604,1012,2023-09-27,Software,North,Offline,4,20545,82180
5605,1113,2023-07-11,Tablet,West,Offline,1,26827,26827
5606,1183,2023-06-24,Tablet,North,Offline,1,36209,36209
5607,1013,2023-10-12,Mobile,West,Online,5,44117,220585
5608,1023,2023-07-23,Tablet,East,Online,4,60639,242556
5609,1099,2023-06-13,Laptop,West,Offline,4,27405,109620
5610,1105,2023-09-08,Accessories,East,Online,2,64648,129296
5611,1030,2023-08-15,Laptop,South,Online,6,73103,438618
5612,1017,2023-01-07,Software,West,Offline,3,43419,130257
5613,1113,2023-01-29,Accessories,South,Offline,7,58946,412622
5614,1062,2023-02-02,Tablet,North,Offline,5,52928,264640
5615,1084,2023-05-14,Software,East,Offline,3,48394,145182
5616,1112,2023-03-20,Accessories,West,Offline,3,6947,20841
5617,1086,2023-02-27,Tablet,South,Online,5,5999,29995
5618,1141,2023-01-26,Laptop,East,Offline,4,39541,158164
5619,1187,2023-08-14,Accessories,East,Offline,5,31815,159075
5620,1019,2023-10-12,Tablet,North,Offline,3,1799,5397
5621,1177,2023-01-04,Laptop,North,Online,6,5494,32964
5622,1100,2023-04-09,Software,East,Offline,7,7989,55923
5623,1140,2023-02-08,Software,East,Offline,7,32855,229985
5624,1189,2023-09-28,Software,West,Offline,6,74305,445830
5625,1147,2023-10-12,Software,East,Online,6,68867,413202
5626,1076,2023-06-06,Mobile,West,Offline,4,2496,9984
5627,1009,2023-03-16,Accessories,East,Offline,1,44887,44887
5628,1199,2023-10-15,Accessories,North,Offline,5,3589,17945
5629,1028,2023-05-10,Mobile,West,Online,7,21159,148113
5630,1128,2023-06-24,Tablet,South,Offline,6,45678,274068
5631,1052,2023-03-25,Tablet,North,Offline,5,71226,356130
5632,1083,2023-01-22,Software,West,Offline,7,70611,494277
5633,1111,2023-01-27,Laptop,West,Online,6,35065,210390
5634,1144,2023-07-14,Tablet,South,Offline,7,23384,163688
5635,1117,2023-12-03,Laptop,West,Offline,4,17699,70796
5636,1069,2023-08-24,Accessories,East,Offline,1,60538,60538
5637,1099,2023-04-02,Laptop,South,Online,1,58286,58286
5638,1140,2023-01-21,Accessories,North,Online,6,49794,298764
5639,1025,2023-10-30,Mobile,North,Offline,7,34678,242746
5640,1180,2023-12-23,Mobile,East,Online,4,13165,52660
5641,1123,2023-03-25,Software,North,Online,2,1034,2068
5642,1053,2023-09-19,Tablet,West,Online,5,36632,183160
5643,1151,2023-05-27,Software,West,Offline,5,36610,183050
5644,1144,2023-09-14,Accessories,East,Offline,3,59254,177762
5645,1057,2023-02-27,Software,North,Online,4,64080,256320
5646,1039,2023-01-15,Laptop,North,Online,7,22969,160783
5647,1109,2023-06-11,Accessories,East,Online,3,64516,193548
5648,1181,2023-06-12,Mobile,South,Offline,6,46733,280398
5649,1042,2023-11-16,Tablet,North,Offline,7,67208,470456
5650,1186,2023-10-08,Accessories,South,Online,3,58732,176196
5651,1167,2023-10-07,Accessories,North,Online,1,34909,34909
5652,1142,2023-01-12,Laptop,North,Online,5,19824,99120
5653,1122,2023-10-01,Tablet,North,Online,7,9238,64666
5654,1133,2023-09-28,Mobile,North,Offline,3,24554,73662
5655,1163,2023-07-27,Accessories,West,Online,1,30209,30209
5656,1075,2023-01-27,Accessories,South,Offline,4,863,3452
5657,1146,2023-03-13,Laptop,South,Online,3,10858,32574
5658,1076,2023-03-01,Software,North,Online,6,3740,22440
5659,1009,2023-05-25,Mobile,North,Online,6,72701,436206
5660,1074,2023-04-03,Tablet,South,Online,6,46189,277134
5661,1186,2023-11-05,Accessories,West,Online,7,2436,17052
5662,1145,2023-01-08,Accessories,East,Offline,5,44465,222325
5663,1007,2023-03-20,Mobile,East,Online,3,1382,4146
5664,1174,2023-01-27,Software,South,Online,4,20724,82896
5665,1141,2023-06-23,Accessories,North,Online,3,31325,93975
5666,1168,2023-02-19,Mobile,North,Offline,5,71240,356200
5667,1170,2023-07-18,Laptop,West,Offline,1,29385,29385
5668,1137,2023-12-15,Software,East,Offline,5,40556,202780
5669,1178,2023-06-30,Tablet,West,Offline,6,3703,22218
5670,1027,2023-01-24,Accessories,East,Online,7,60741,425187
5671,1122,2023-11-12,Mobile,South,Online,1,2744,2744
5672,1194,2023-02-15,Laptop,East,Online,7,69119,483833
5673,1005,2023-01-15,Tablet,West,Offline,6,22084,132504
5674,1029,2023-06-02,Mobile,West,Online,2,9021,18042
5675,1165,2023-08-10,Mobile,West,Online,5,50517,252585
5676,1166,2023-07-25,Tablet,South,Offline,5,34041,170205
5677,1083,2023-09-30,Laptop,East,Offline,4,29563,118252
5678,1136,2023-08-24,Laptop,East,Offline,3,70768,212304
5679,1109,2023-12-06,Software,West,Online,1,65452,65452
5680,1065,2023-08-16,Accessories,East,Online,7,40063,280441
5681,1086,2023-01-09,Tablet,North,Offline,1,40252,40252
5682,1145,2023-06-15,Tablet,North,Online,4,3067,12268
5683,1071,2023-11-15,Tablet,North,Offline,4,16621,66484
5684,1045,2023-08-02,Laptop,East,Offline,7,2174,15218
5685,1132,2023-04-27,Accessories,South,Online,3,66775,200325
5686,1036,2023-12-10,Software,South,Offline,7,67581,473067
5687,1070,2023-03-13,Mobile,South,Offline,7,29640,207480
5688,1159,2023-03-05,Mobile,South,Offline,6,9827,58962
5689,1019,2023-07-24,Tablet,North,Online,3,71163,213489
5690,1189,2023-07-28,Accessories,North,Offline,5,23831,119155
5691,1108,2023-03-13,Laptop,West,Offline,6,23504,141024
5692,1182,2023-10-04,Accessories,East,Offline,2,10992,21984
5693,1167,2023-10-01,Accessories,East,Offline,3,55297,165891
5694,1091,2023-11-16,Laptop,South,Offline,4,58595,234380
5695,1090,2023-12-04,Tablet,North,Offline,6,14249,85494
5696,1019,2023-04-05,Accessories,South,Offline,3,63717,191151
5697,1039,2023-06-15,Mobile,West,Online,1,9545,9545
5698,1126,2023-02-01,Laptop,East,Online,7,20616,144312
5699,1195,2023-01-11,Software,East,Offline,2,19167,38334
5700,1173,2023-10-28,Tablet,South,Online,5,74705,373525
5701,1141,2023-08-05,Laptop,West,Online,7,27802,194614
5702,1126,2023-10-16,Software,East,Offline,1,11783,11783
5703,1058,2023-04-12,Software,West,Online,1,31435,31435
5704,1148,2023-09-24,Accessories,West,Offline,2,73034,146068
5705,1200,2023-08-02,Accessories,South,Offline,5,32124,160620
5706,1061,2023-06-28,Accessories,North,Offline,4,13940,55760
5707,1127,2023-03-29,Laptop,South,Offline,6,47001,282006
5708,1105,2023-02-10,Laptop,North,Offline,5,1769,8845
5709,1167,2023-03-17,Tablet,West,Online,3,8368,25104
5710,1001,2023-02-15,Accessories,North,Offline,1,30751,30751
5711,1131,2023-06-09,Software,West,Online,3,39229,117687
5712,1092,2023-03-21,Mobile,East,Offline,4,16234,64936
5713,1190,2023-11-06,Tablet,East,Offline,3,42929,128787
5714,1191,2023-03-27,Laptop,East,Offline,5,41837,209185
5715,1113,2023-04-02,Tablet,South,Online,3,40825,122475
5716,1153,2023-05-28,Tablet,South,Offline,4,63014,252056
5717,1056,2023-06-10,Tablet,West,Offline,4,8933,35732
5718,1161,2023-07-21,Tablet,East,Offline,4,9611,38444
5719,1166,2023-08-30,Mobile,South,Offline,5,64253,321265
5720,1117,2023-12-19,Accessories,East,Online,4,74120,296480
5721,1134,2023-01-02,Software,South,Offline,1,22251,22251
5722,1058,2023-08-13,Tablet,North,Online,7,16953,118671
5723,1044,2023-10-16,Tablet,North,Offline,4,39468,157872
5724,1173,2023-08-21,Tablet,East,Online,3,30577,91731
5725,1160,2023-03-18,Accessories,West,Online,6,35275,211650
5726,1173,2023-04-26,Laptop,South,Offline,3,58644,175932
5727,1061,2023-06-03,Laptop,South,Offline,6,49070,294420
5728,1047,2023-04-13,Mobile,North,Online,3,46597,139791
5729,1149,2023-07-13,Laptop,North,Offline,5,25003,125015
5730,1080,2023-06-15,Tablet,West,Offline,3,3279,9837
5731,1118,2023-12-25,Tablet,West,Offline,5,1255,6275
5732,1164,2023-03-31,Tablet,West,Online,5,39763,198815
5733,1147,2023-06-23,Mobile,East,Offline,4,55587,222348
5734,1020,2023-05-02,Tablet,North,Offline,1,42781,42781
5735,1185,2023-05-23,Laptop,East,Offline,6,51982,311892
5736,1146,2023-04-16,Accessories,North,Online,4,55357,221428
5737,1047,2023-11-01,Accessories,North,Offline,4,17900,71600
5738,1049,2023-12-26,Software,South,Online,7,40615,284305
5739,1014,2023-11-13,Laptop,North,Offline,5,14749,73745
5740,1143,2023-05-03,Tablet,North,Online,5,47325,236625
5741,1159,2023-01-09,Accessories,East,Offline,6,25100,150600
5742,1001,2023-09-19,Laptop,North,Offline,3,38206,114618
5743,1117,2023-03-14,Accessories,East,Online,3,19722,59166
5744,1054,2023-12-25,Tablet,West,Online,4,41639,166556
5745,1118,2023-08-11,Accessories,North,Online,2,41802,83604
5746,1003,2023-02-10,Software,North,Offline,2,68659,137318
5747,1144,2023-07-23,Software,East,Offline,3,9146,27438
5748,1185,2023-09-21,Accessories,West,Offline,2,14043,28086
5749,1012,2023-11-24,Laptop,South,Offline,7,23285,162995
5750,1074,2023-06-27,Laptop,West,Online,3,31906,95718
5751,1016,2023-12-14,Laptop,East,Offline,5,51928,259640
5752,1200,2023-11-14,Accessories,West,Offline,4,24277,97108
5753,1102,2023-03-25,Laptop,East,Offline,1,58439,58439
5754,1152,2023-11-14,Tablet,East,Offline,4,53526,214104
5755,1156,2023-04-21,Software,South,Offline,3,30053,90159
5756,1117,2023-09-08,Tablet,North,Offline,7,24048,168336
5757,1008,2023-01-07,Laptop,East,Offline,3,63721,191163
5758,1122,2023-03-25,Tablet,East,Online,4,37765,151060
5759,1092,2023-07-27,Laptop,South,Offline,7,41201,288407
5760,1164,2023-11-10,Accessories,East,Offline,7,51787,362509
5761,1090,2023-01-22,Tablet,North,Offline,7,7227,50589
5762,1136,2023-01-03,Accessories,South,Offline,6,51217,307302
5763,1186,2023-05-07,Accessories,North,Online,3,32927,98781
5764,1060,2023-10-24,Mobile,North,Online,2,17192,34384
5765,1178,2023-07-07,Laptop,South,Online,2,32125,64250
5766,1028,2023-12-28,Software,East,Online,3,25418,76254
5767,1101,2023-01-14,Laptop,North,Online,3,41636,124908
5768,1041,2023-01-12,Software,North,Online,6,52909,317454
5769,1192,2023-03-28,Laptop,North,Offline,2,16077,32154
5770,1155,2023-01-12,Accessories,North,Online,3,28189,84567
5771,1191,2023-01-25,Tablet,South,Online,3,11654,34962
5772,1145,2023-10-28,Tablet,South,Offline,6,21841,131046
5773,1161,2023-08-31,Mobile,West,Online,6,46830,280980
5774,1157,2023-05-02,Software,West,Offline,4,68916,275664
5775,1141,2023-05-27,Software,North,Offline,6,33813,202878
5776,1046,2023-02-24,Software,East,Online,1,47400,47400
5777,1035,2023-08-26,Accessories,North,Offline,2,35195,70390
5778,1134,2023-12-22,Software,East,Online,4,30725,122900
5779,1082,2023-06-22,Tablet,North,Online,1,49656,49656
5780,1115,2023-08-09,Accessories,West,Offline,3,28329,84987
5781,1197,2023-04-29,Laptop,West,Offline,3,26438,79314
5782,1047,2023-11-05,Software,East,Online,4,59664,238656
5783,1153,2023-07-02,Software,North,Offline,6,55030,330180
5784,1194,2023-10-15,Laptop,East,Offline,7,68699,480893
5785,1010,2023-11-03,Software,West,Online,7,60782,425474
5786,1056,2023-10-27,Laptop,North,Online,3,48301,144903
5787,1030,2023-03-23,Accessories,North,Offline,7,9965,69755
5788,1109,2023-07-30,Tablet,East,Online,5,3826,19130
5789,1005,2023-05-30,Laptop,South,Online,4,4159,16636
5790,1119,2023-02-06,Mobile,East,Online,1,60789,60789
5791,1033,2023-12-18,Laptop,West,Online,4,28094,112376
5792,1118,2023-11-08,Software,West,Online,2,5263,10526
5793,1065,2023-12-27,Accessories,West,Online,6,11328,67968
5794,1146,2023-02-28,Accessories,West,Online,6,48088,288528
5795,1177,2023-05-11,Laptop,West,Offline,4,11721,46884
5796,1011,2023-07-21,Tablet,South,Online,3,11711,35133
5797,1085,2023-08-31,Mobile,North,Offline,3,14069,42207
5798,1026,2023-02-04,Accessories,East,Offline,5,38360,191800
5799,1063,2023-04-03,Software,East,Offline,5,72058,360290
5800,1086,2023-07-26,Software,West,Online,6,45837,275022
5801,1059,2023-12-19,Tablet,East,Online,5,52811,264055
5802,1027,2023-11-28,Accessories,West,Offline,1,14015,14015
5803,1177,2023-11-01,Laptop,South,Online,5,72195,360975
5804,1161,2023-12-16,Software,South,Offline,1,25404,25404
5805,1098,2023-08-01,Tablet,North,Online,5,60435,302175
5806,1105,2023-06-08,Accessories,South,Online,6,44290,265740
5807,1099,2023-01-24,Accessories,South,Offline,6,69080,414480
5808,1129,2023-10-20,Accessories,North,Offline,1,6136,6136
5809,1149,2023-01-04,Accessories,East,Offline,4,3392,13568
5810,1055,2023-08-08,Accessories,West,Online,6,22172,133032
5811,1006,2023-12-30,Software,West,Offline,4,6312,25248
5812,1197,2023-01-20,Tablet,East,Online,3,1154,3462
5813,1095,2023-06-01,Accessories,North,Online,1,55133,55133
5814,1133,2023-02-19,Mobile,East,Online,7,17643,123501
5815,1102,2023-06-26,Mobile,South,Offline,6,56434,338604
5816,1003,2023-04-06,Tablet,North,Offline,2,67834,135668
5817,1181,2023-04-15,Laptop,North,Offline,3,29587,88761
5818,1023,2023-09-07,Laptop,North,Online,4,12118,48472
5819,1053,2023-04-27,Laptop,West,Online,6,8946,53676
5820,1165,2023-12-20,Mobile,East,Offline,1,49367,49367
5821,1083,2023-08-16,Laptop,North,Online,7,51528,360696
5822,1145,2023-03-07,Software,North,Online,5,60601,303005
5823,1085,2023-12-01,Accessories,North,Offline,7,27700,193900
5824,1078,2023-09-19,Mobile,East,Offline,2,61965,123930
5825,1110,2023-10-22,Tablet,West,Offline,4,39648,158592
5826,1001,2023-08-31,Tablet,South,Online,3,21198,63594
5827,1051,2023-07-05,Accessories,West,Online,7,42970,300790
5828,1173,2023-09-03,Mobile,North,Online,1,52160,52160
5829,1004,2023-05-05,Laptop,West,Online,2,54410,108820
5830,1190,2023-09-25,Laptop,West,Online,1,35950,35950
5831,1193,2023-05-11,Software,South,Offline,6,56963,341778
5832,1113,2023-08-25,Software,East,Online,5,34257,171285
5833,1032,2023-01-18,Laptop,East,Online,3,70747,212241
5834,1034,2023-02-09,Tablet,West,Online,1,72515,72515
5835,1092,2023-01-21,Tablet,West,Offline,4,31890,127560
5836,1095,2023-08-13,Software,East,Offline,6,56616,339696
5837,1072,2023-12-21,Accessories,East,Offline,6,13661,81966
5838,1039,2023-10-09,Laptop,South,Online,3,32652,97956
5839,1154,2023-01-08,Software,North,Offline,6,21336,128016
5840,1162,2023-04-10,Software,West,Offline,4,67043,268172
5841,1182,2023-08-28,Laptop,East,Offline,1,56148,56148
5842,1118,2023-03-28,Laptop,West,Online,3,26831,80493
5843,1003,2023-10-25,Tablet,West,Offline,6,11263,67578
5844,1123,2023-01-14,Accessories,East,Online,6,69944,419664
5845,1050,2023-11-30,Accessories,South,Online,4,19687,78748
5846,1012,2023-01-02,Laptop,West,Offline,5,12457,62285
5847,1193,2023-10-20,Mobile,South,Online,5,4879,24395
5848,1054,2023-11-21,Software,East,Offline,7,28459,199213
5849,1133,2023-02-10,Software,North,Online,6,27605,165630
5850,1057,2023-11-14,Laptop,North,Offline,1,1377,1377
5851,1145,2023-11-12,Mobile,West,Offline,3,48853,146559
5852,1112,2023-04-21,Tablet,East,Offline,6,52067,312402
5853,1047,2023-01-14,Laptop,South,Online,2,58413,116826
5854,1151,2023-08-19,Laptop,West,Offline,3,3137,9411
5855,1085,2023-03-25,Software,East,Online,7,73278,512946
5856,1142,2023-05-10,Laptop,East,Offline,5,42525,212625
5857,1066,2023-08-19,Laptop,South,Online,6,29242,175452
5858,1075,2023-11-22,Laptop,West,Online,4,12331,49324
5859,1179,2023-05-25,Software,East,Offline,2,47262,94524
5860,1103,2023-12-11,Tablet,East,Offline,6,19330,115980
5861,1166,2023-01-28,Tablet,East,Offline,7,55544,388808
5862,1192,2023-03-07,Laptop,South,Offline,1,74448,74448
5863,1038,2023-06-12,Software,West,Offline,2,69702,139404
5864,1050,2023-08-17,Tablet,West,Online,7,37545,262815
5865,1098,2023-09-18,Tablet,West,Offline,6,71551,429306
5866,1082,2023-06-13,Tablet,West,Offline,1,27127,27127
5867,1030,2023-10-28,Software,North,Online,2,15698,31396
5868,1079,2023-10-30,Software,North,Offline,1,70021,70021
5869,1091,2023-10-14,Laptop,West,Offline,1,29975,29975
5870,1179,2023-01-10,Accessories,South,Online,2,19903,39806
5871,1191,2023-07-14,Tablet,North,Offline,2,4181,8362
5872,1052,2023-04-28,Accessories,East,Offline,1,42792,42792
5873,1166,2023-09-27,Software,North,Offline,7,6129,42903
5874,1079,2023-03-21,Software,East,Online,5,8917,44585
5875,1030,2023-04-03,Software,West,Offline,2,35265,70530
5876,1106,2023-09-23,Accessories,North,Online,6,74999,449994
5877,1051,2023-11-28,Software,South,Offline,3,57074,171222
5878,1081,2023-12-16,Laptop,North,Online,4,28175,112700
5879,1133,2023-12-27,Software,North,Offline,1,72767,72767
5880,1029,2023-09-14,Mobile,North,Online,1,41063,41063
5881,1132,2023-05-13,Accessories,West,Online,4,11832,47328
5882,1138,2023-10-03,Mobile,South,Online,5,19677,98385
5883,1184,2023-09-21,Software,North,Online,4,68947,275788
5884,1145,2023-06-20,Laptop,South,Online,2,57604,115208
5885,1074,2023-01-01,Tablet,West,Online,4,5451,21804
5886,1017,2023-11-09,Software,East,Offline,1,28833,28833
5887,1084,2023-03-05,Laptop,North,Offline,4,22173,88692
5888,1069,2023-10-11,Accessories,South,Online,3,41370,124110
5889,1034,2023-05-01,Mobile,South,Online,6,71601,429606
5890,1006,2023-04-17,Mobile,West,Online,2,23321,46642
5891,1053,2023-06-24,Mobile,North,Online,4,25994,103976
5892,1194,2023-07-23,Accessories,East,Offline,1,74660,74660
5893,1126,2023-06-14,Laptop,South,Online,7,1335,9345
5894,1043,2023-11-01,Accessories,North,Offline,6,19146,114876
5895,1115,2023-04-30,Mobile,East,Offline,2,37835,75670
5896,1111,2023-02-13,Software,South,Online,1,69851,69851
